Date,metal,fmcg,oil,cnxbank,real,pharma,cnxauto,capgoods,it,power,cement,steel,telecom,autoancs,media
4/5/2016,0.00446144,-0.101997846,0.005882821,0.008123558,-0.008331129,-0.021098675,0.014307356,-0.013263263,0.025604552,0.004949912,0.058349979,-0.009113411,-0.001210693,0.000552504,-0.025210084
5/5/2016,0.002719362,-0.003653416,-0.000355647,0.021886192,0.014535271,0.016953608,-0.020245602,-0.024759067,-0.01629681,0.000703647,-0.021818702,-0.002043829,-0.01569257,0.038329111,-0.037356322
6/5/2016,-0.016181522,-0.039240368,0.001264972,0.004186137,-0.02011041,-0.01809253,-0.018631436,-0.019016351,-0.015156856,-0.015820931,-0.020960622,-0.022698828,-0.01630887,-0.006225364,0.023880597
9/5/2016,0.001837729,-0.007006551,-0.006830116,-0.022976248,0.001341382,-0.02829692,0.023472558,0.005301876,-0.035075161,0.026792093,-0.005524037,0.013388439,0.004770766,-0.004249693,0.03595724
10/5/2016,-0.000183436,-0.066659018,0.028263635,0.006449692,-0.008305425,-0.004198835,0.003541315,0.024655548,-0.003709199,-0.010553172,-0.004804084,0.013900856,-0.000303071,-0.001296156,-0.044090056
11/5/2016,-0.012017246,-0.037922557,0.003208722,-0.001676033,-0.016749966,-0.044613711,-0.002856663,-0.012642347,-0.002233805,-0.009728083,-0.013546538,0.009121296,0.004749554,-0.005761135,-0.014720314
12/5/2016,-0.017084494,0.00555804,0.007398844,-0.013727039,0.02912488,-0.005267654,0.013144591,-0.002541296,-0.010074627,0.017398509,0.006912161,0.00291938,0.010459971,-0.050781623,-0.000996016
13/05/2016,-0.005667863,0.007179161,0.008989366,0.00610794,-0.015485249,-0.002003721,0.000332668,0.001763841,0,-0.000349,-0.004070227,0.005038065,0.041174519,-0.013651305,-0.013958126
16/05/2016,-0.008550257,0.004857125,0.011601016,0.004876592,0.010711864,-0.015058081,0.000498836,0.007434217,-0.001884659,0.020714535,-0.010156155,0.016430879,-0.0085402,0.007753256,0.028311426
17/05/2016,-0.010061326,-0.011801632,0.007682794,0.010993364,-0.008854306,-0.009318579,-0.02127306,-0.006926239,-0.026057402,-0.00490252,-0.000893545,0.025042468,-0.007681677,0.013328834,0.000983284
18/05/2016,0.007937276,0.008766358,-0.000743826,0.01028605,0.009610179,0.017930629,-0.016301579,-0.019587394,-0.016673129,0.000343721,0.001942885,-0.150807228,0.02600894,0.022308278,0.043264503
19/05/2016,-0.001344473,0.014987406,-0.0037219,0.012605449,0.010457166,0.00043315,0.007767996,0.021175454,0.028391167,-0.000572672,0.004678507,0.072458294,0.073523377,0.004726908,-0.003770028
